"Num_of_http_request","Num of get request","Num of post request","Num requests between first html response and malware response","if_there_other_format_between_exe_html","if exist fake_format(Pretending action)","if exist refer_header_for_malware_request","entropy_of_downloadmalware_url","request_parameters","request_parameters_length","Get or Post request","Have_exe_file","entropy_of_exe_file","suspicious functions","vt positive results","availability","DN entropy","result"
"8","2","2","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"48","18","6","33","1","0","0","0.732641108","7","226","0","1","7.897910306","6","37","0","0.451796187","0"
"8","4","0","0","1","1","0","0","0","0","0","1","7.894992147","6","47","-1","-1","0"
"56","24","4","39","1","1","0","0.711645616","7","223","0","1","7.893635056","6","46","1","0.460011177","0"
"28","12","2","23","1","1","0","0.718884378","7","223","0","1","7.901205651","6","43","0","0.480482033","0"
"56","24","4","23","1","1","0","0.726644248","7","226","0","1","7.864854458","6","43","0","0.404490793","0"
"80","34","6","21","1","1","0","0.718368355","7","248","0","1","7.860787571","6","34","0","0.432665023","0"
"172","80","6","21","1","1","0","0.459558236","1","17","0","1","6.58170012","7","1","0","0.344179299","0"
"180","84","6","21","1","1","0","0.488670993","1","11","0","1","7.901205651","6","46","0","0.427422748","0"
"44","18","4","35","1","0","0","0.717299269","7","245","0","1","7.911011878","6","44","0","0.451796187","0"
"68","28","6","23","1","0","0","0.728932995","7","238","0","1","7.911011878","6","49","0","0.441896831","0"
"96","40","8","23","1","0","0","0.714615568","7","230","0","1","7.899015663","6","35","0","0.466292223","0"
"132","56","10","31","1","0","0","0.465201456","1","6","0","1","7.245711704","4","47","0","0.404862641","0"
"12","4","2","0","1","1","0","0","0","0","0","1","7.354060525","0","47","-1","-1","0"
"20","8","2","0","1","1","0","0.404012735","1","7","0","1","7.910226182","6","49","0","0.311950363","0"
"40","18","2","0","1","1","0","0.404012735","1","7","0","1","7.354060525","0","47","0","0.311950363","0"
"72","32","4","27","1","1","0","0.722474597","7","221","0","1","7.910989478","6","47","0","0.452109322","0"
"36","12","6","31","1","0","0","0.72520426","7","220","0","1","6.771469227","4","40","0","0.364786982","0"
"72","24","12","31","1","0","0","0.721966974","7","237","0","1","6.777974188","4","47","0","0.440241016","0"
"104","34","18","29","1","0","0","0.719461171","7","228","0","1","6.771469227","4","40","0","0.404862641","0"
"100","18","32","0","1","1","0","0.496894008","1","36","0","1","6.259596793","3","54","0","0.410522969","0"
"136","30","38","31","1","1","0","0.725980868","7","230","0","1","7.011036311","2","39","0","0.422347938","0"
"172","42","44","31","1","1","0","0.718579656","7","217","0","1","7.031747471","2","42","0","0.398737269","0"
"196","52","46","21","1","1","0","0.717998712","7","232","0","1","7.555579849","6","36","0","0.422347938","0"
"220","62","48","21","1","1","0","0.715820057","7","216","0","1","7.766898739","2","41","0","0.421875","0"
"238","70","48","13","1","1","0","0.724213825","7","218","0","1","7.81793622","6","39","0","0.421875","0"
"32","10","6","29","1","1","0","0.724811272","7","221","0","1","6.941245368","2","41","0","0.362036439","0"
"68","24","10","29","1","1","0","0.524544768","1","44","0","1","7.131100355","9","50","0","0.474683442","0"
"40","10","10","35","1","0","0","0.713850277","7","245","0","1","6.055185722","2","38","0","0.432910072","0"
"56","12","16","35","1","0","0","0.713850277","7","245","0","1","6.055185722","2","38","0","0.432910072","0"
"76","22","16","35","1","0","0","0.462230735","1","7","0","1","7.891064606","6","45","0","0.398737269","0"
"112","34","22","31","1","0","0","0.71744254","7","220","0","1","6.975675892","3","47","0","0.397604111","0"
"136","44","24","21","1","0","0","0.723349529","7","229","0","1","7.885756809","6","40","0","0.432910072","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"32","14","2","21","1","0","0","0.717332682","7","219","0","1","7.290310163","0","54","0","0.478107877","0"
"44","18","4","35","1","1","0","0.715755081","7","223","0","1","6.183813408","3","45","0","0.455551735","0"
"64","26","6","19","1","1","0","0.72343408","7","233","0","1","7.582745678","6","31","0","0.430925188","0"
"92","38","8","23","1","1","0","0.719363769","7","224","0","1","7.582745678","6","31","0","0.474386074","0"
"112","40","16","23","1","1","0","0.432910072","1","7","0","1","7.803130356","6","44","0","0.362036439","0"
"132","42","24","23","1","1","0","0.432910072","1","7","0","1","6.776548642","3","0","0","0.362036439","0"
"152","44","32","23","1","1","0","0.432910072","1","7","0","1","6.776548642","3","0","0","0.362036439","0"
"156","46","32","23","1","1","0","0.432910072","1","7","0","1","6.776548642","3","0","0","0.362036439","0"
"176","54","34","19","1","1","0","0.724893243","7","225","0","1","7.582745678","6","45","0","0.430925188","0"
"284","102","40","71","1","1","0","0.714429177","6","188","0","1","5.196297422","3","52","0","0.390998356","0"
"28","12","2","23","1","0","0","0.727107103","7","215","0","1","7.050630614","3","21","0","0.448022969","0"
"56","26","2","27","1","0","0","0.501420644","1","6","0","1","7.842361296","6","34","0","0.438361332","0"
"92","44","2","27","1","0","0","0.501420644","1","6","0","1","7.896302386","6","46","0","0.438361332","0"
"132","60","6","33","1","0","0","0.719320989","7","241","0","1","7.89617637","6","16","0","0.468624357","0"
"160","72","8","23","1","0","0","0.718547786","7","231","0","1","7.896302386","6","46","0","0.456719596","0"
"28","12","2","23","1","0","0","0.717263486","7","249","0","1","7.391406235","1","41","0","0.406453649","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","6","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"20","10","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"48","12","12","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"4","2","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","6","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"52","20","6","31","1","0","0","0.723245954","7","222","0","1","6.953127313","7","47","0","0.449308215","0"
"56","22","6","31","1","0","0","0.723245954","7","222","0","1","6.953127313","7","47","0","0.449308215","0"
"60","24","6","31","1","0","0","0.723245954","7","222","0","1","6.953127313","7","47","0","0.449308215","0"
"88","26","18","31","1","0","0","0.723245954","7","222","0","1","6.953127313","7","47","0","0.449308215","0"
"4","2","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"40","14","6","31","1","0","0","0.723221086","7","215","0","1","6.820836941","8","31","0","0.470897916","0"
"88","34","10","39","1","0","0","0.724215681","7","233","0","1","7.908267797","6","50","0","0.470897916","0"
"140","58","12","39","1","0","0","0.724215681","7","233","0","1","7.908267797","6","50","0","0.470897916","0"
"224","18","94","119","1","0","0","0.552956276","1","47","0","1","7.500780739","3","40","0","0.421694665","0"
"228","20","94","119","1","0","0","0.552956276","1","47","0","1","7.500780739","3","40","0","0.421694665","0"
"300","54","96","119","1","0","0","0.552956276","1","47","0","1","7.500780739","3","40","0","0.421694665","0"
"28","12","2","23","1","0","0","0.718646166","7","231","0","1","7.867806447","6","48","0","0.460522969","0"
"100","26","24","59","1","0","0","0.709081693","7","224","0","1","3.407461636","1","54","0","0.452741016","0"
"128","38","26","23","1","0","0","0.728942294","7","239","0","1","7.895334629","6","42","0","0.404862641","0"
"36","16","2","29","1","1","0","0.717873245","7","224","0","1","4.559920026","1","42","0","0.384727441","0"
"488","238","6","241","1","1","0","0.715208596","6","188","0","1","5.196297422","3","51","0","0.502741016","0"
"492","240","6","241","1","1","0","0.715208596","6","188","0","1","6.776548642","3","0","0","0.502741016","0"
"496","242","6","241","1","1","0","0.715208596","6","188","0","1","6.776548642","3","0","0","0.502741016","0"
"508","248","6","241","1","1","0","0.715208596","6","188","0","1","6.776548642","3","0","0","0.502741016","0"
"564","262","20","45","1","1","0","0.723903206","7","231","0","1","2.603155748","1","46","0","0.428139822","0"
"572","266","20","45","1","1","0","0.723903206","7","231","0","1","6.776548642","3","0","0","0.428139822","0"
"56","10","18","49","1","0","0","0.718303918","7","224","0","1","6.186814431","1","46","0","0.453125","0"
"64","12","20","3","1","0","1","0.393285792","1","1","1","1","7.454126404","0","56","0","0.375","0"
"72","14","22","3","1","0","1","0.393285792","1","1","1","1","7.454126404","0","56","0","0.375","0"
"76","16","22","3","1","0","1","0.393285792","1","1","1","1","7.454126404","0","56","0","0.375","0"
"444","36","186","3","1","0","1","0.393285792","1","1","1","1","7.454126404","0","56","0","0.375","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","6","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"44","16","6","25","1","0","0","0.711485304","7","225","0","1","6.924339575","5","51","0","0.450867095","0"
"164","28","54","25","1","0","0","0.711485304","7","225","0","1","6.924339575","5","51","0","0.450867095","0"
"132","20","46","113","1","0","0","0.517780861","1","37","0","1","5.95459296","8","48","0","0.440205084","0"
"4","2","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","6","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"20","10","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"24","12","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"28","14","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"32","16","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"36","18","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","2","2","7","0","0","1","0.46126456","1","1","1","1","7.04224631","0","53","0","0.447227441","0"
"16","4","4","7","0","0","1","0.46126456","1","1","1","1","7.04224631","0","53","0","0.447227441","0"
"32","10","6","27","1","0","0","0.719003905","7","228","0","1","6.942556074","6","47","0","0.465733905","0"
"60","18","12","25","1","0","0","0.720618896","7","226","0","1","6.977861095","6","45","0","0.449158719","0"
"108","28","26","43","1","0","0","0.715187159","7","229","0","1","3.135046972","1","36","0","0.457941598","0"
"136","36","32","25","1","0","0","0.716905808","7","231","0","1","6.987858467","4","45","0","0.466707595","0"
"312","66","90","25","1","0","0","0.716905808","7","231","0","1","6.987858467","4","45","0","0.466707595","0"
"340","78","92","23","1","0","0","0.710963656","7","244","0","1","7.915258232","6","47","0","0.469305234","0"
"116","16","42","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"4","2","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","6","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"20","10","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"24","12","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"28","14","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"36","18","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"28","8","6","25","1","0","0","0.72673051","7","224","0","1","7.243197007","3","46","0","0.478156451","0"
"56","16","12","25","1","0","0","0.727724599","7","231","0","1","7.243197007","3","46","0","0.500283497","0"
"44","16","6","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"4","0","2","0","1","0","1","0.458461644","1","24","1","1","5.245964227","3","51","0","0.391339743","0"
"16","2","6","11","1","0","1","0.46126456","1","1","1","1","5.245964227","3","51","0","0.447227441","0"
"20","2","8","11","1","0","1","0.487385834","1","36","1","1","5.705575905","1","44","0","0.452616995","0"
"24","2","10","11","1","0","1","0.459558236","1","19","1","1","6.080908306","1","46","0","0.385620316","0"
"28","2","12","11","1","0","1","0.459558236","1","19","1","1","6.080908306","1","46","0","0.385620316","0"
"56","10","18","25","1","0","1","0.723932286","7","215","1","1","6.128963859","4","43","0","0.485855276","0"
"84","18","24","25","1","0","1","0.716372596","7","218","1","1","7.049223877","2","34","0","0.467575197","0"
"112","26","30","25","1","0","1","0.712661693","7","246","1","1","7.049223877","2","34","1","0.461212977","0"
"12","2","4","9","0","0","1","0.46126456","1","1","1","1","5.125708265","3","43","0","0.447227441","0"
"24","4","8","5","0","0","1","0.45067357","1","1","1","1","7.006994554","1","42","0","0.437674729","0"
"36","6","12","5","0","0","1","0.45067357","1","1","1","1","5.84672652","1","44","0","0.437674729","0"
"48","8","16","3","0","0","1","0.45067357","1","1","1","1","5.125708265","3","50","0","0.437674729","0"
"60","10","20","3","0","0","1","0.45067357","1","1","1","1","7.006994554","1","42","0","0.437674729","0"
"72","12","24","3","0","0","1","0.45067357","1","1","1","1","5.84672652","1","44","0","0.437674729","0"
"348","16","158","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"428","28","186","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","4","0","0","1","0","0","0.50699477","1","6","0","1","7.189904552","5","44","0","0.431852795","0"
"276","36","102","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"280","38","102","0","1","0","0","0.431956259","1","10","0","1","7.21256147","5","50","0","0.390625","0"
"12","2","4","5","1","0","1","0.460522969","1","1","1","1","6.173366488","1","43","0","0.447077199","0"
"24","4","8","5","1","0","1","0.460522969","1","1","1","1","6.173366488","1","43","0","0.447077199","0"
"48","14","10","21","1","0","1","0.714457307","7","230","1","1","7.921290077","6","39","0","0.450867095","0"
"36","16","2","33","1","0","0","0.724199998","7","228","0","1","7.672308491","2","41","0","0.428926682","0"
"108","28","26","33","1","0","0","0.724199998","7","228","0","1","7.672308491","2","41","0","0.428926682","0"
"24","12","0","19","1","0","0","0.719342596","2","132","0","1","7.923745587","6","46","0","0.46875","0"
"48","24","0","17","1","0","0","0.708542381","2","140","0","1","7.454970688","2","47","0","0.438361332","0"
"112","34","22","17","1","0","0","0.708542381","2","140","0","1","7.454970688","2","47","0","0.438361332","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"24","12","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"52","22","4","21","1","0","0","0.710884428","2","140","0","1","6.542406658","7","46","0","0.461212977","0"
"152","32","44","21","1","0","0","0.710884428","2","140","0","1","6.542406658","7","46","0","0.461212977","0"
"68","32","2","65","1","0","0","0.494037854","1","7","0","1","3.05435554","0","51","0","0.462230735","0"
"184","64","28","113","1","0","0","0.494037854","1","7","0","1","3.05435554","0","51","0","0.462230735","0"
"204","74","28","113","1","0","0","0.494037854","1","7","0","1","3.05435554","0","51","0","0.462230735","0"
"224","84","28","113","1","0","0","0.494037854","1","7","0","1","3.05435554","0","51","0","0.462230735","0"
"248","96","28","113","1","0","0","0.494037854","1","7","0","1","3.05435554","0","51","0","0.462230735","0"
"728","218","146","655","1","1","0","0.510222717","1","31","0","1","7.970280647","6","40","0","0.450751918","0"
"72","36","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"184","92","0","0","0","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","2","4","3","1","0","1","0.45067357","1","1","1","1","5.008213923","2","49","0","0.437674729","0"
"24","4","8","5","1","0","1","0.45067357","1","1","1","1","5.008213923","2","49","0","0.437674729","0"
"36","6","12","5","1","0","1","0.45067357","1","1","1","1","5.008213923","2","49","0","0.437674729","0"
"48","8","16","5","1","0","1","0.45067357","1","1","1","1","5.008213923","2","49","0","0.437674729","0"
"60","10","20","5","1","0","1","0.45067357","1","1","1","1","5.008213923","2","49","0","0.437674729","0"
"72","12","24","5","1","0","1","0.45067357","1","1","1","1","6.199791293","1","49","0","0.437674729","0"
"80","14","26","5","1","0","1","0.45067357","1","1","1","1","6.199791293","1","49","0","0.437674729","0"
"152","24","52","5","1","0","1","0.45067357","1","1","1","1","6.199791293","1","49","0","0.437674729","0"
"40","20","0","25","1","0","0","0.704976455","2","129","0","1","7.4904224","2","46","0","0.473542649","0"
"60","30","0","17","1","0","0","0.442110837","1","6","0","1","-1","-1","43","0","0.378373342","0"
"56","12","16","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"88","12","32","49","1","0","0","0.718515135","2","138","0","1","7.865353101","1","48","0","0.42409341","0"
"4","2","0","0","1","1","0","0","0","0","0","1","5.820021239","0","0","-1","-1","0"
"16","4","4","5","1","1","1","0.45067357","1","1","1","1","5.053469039","2","49","0","0.437674729","0"
"28","6","8","5","1","1","1","0.45067357","1","1","1","1","5.053469039","2","49","0","0.437674729","0"
"40","8","12","5","1","1","1","0.45067357","1","1","1","1","5.053469039","2","49","0","0.437674729","0"
"52","10","16","5","1","1","1","0.45067357","1","1","1","1","5.053469039","2","48","0","0.437674729","0"
"148","58","16","5","1","1","1","0.413885068","1","16","1","1","6.58170012","7","1","1","0.301724946","0"
"296","34","114","153","1","0","0","0.71751377","6","241","0","1","7.377384266","5","48","0","0.431602441","0"
"392","46","150","57","1","0","0","0.560661516","1","46","0","1","7.573902661","3","51","0","0.461212977","0"
"484","52","190","33","1","0","0","0.443324179","1","1","0","1","7.458307772","2","51","0","0.427286982","0"
"4","2","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"28","14","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"32","16","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"36","18","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"40","20","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"44","22","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"228","36","78","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"316","54","104","39","1","0","0","0.703450544","1","144","0","1","7.471883935","5","47","0","0.35692357","0"
"4","2","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","6","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"36","14","4","15","1","0","0","0.710925738","6","248","0","1","6.748952095","6","51","0","0.472933157","0"
"104","26","26","15","1","0","0","0.710925738","6","248","0","1","6.748952095","6","51","0","0.472933157","0"
"124","36","26","15","1","0","0","0.716482586","6","228","0","1","7.774761374","2","52","0","0.470283424","0"
"144","46","26","15","1","0","0","0.721991636","6","225","0","1","7.774761374","2","52","0","0.470283424","0"
"172","60","26","23","1","0","0","0.708385683","6","227","0","1","7.743795632","5","43","0","0.440321452","0"
"92","20","26","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"24","12","0","17","1","0","0","0.709513921","4","156","0","1","7.620522804","1","39","0","0.407603515","0"
"44","22","0","17","1","0","0","0.72827243","4","151","0","1","7.929413989","5","46","0","0.407603515","0"
"4","2","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","6","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"20","10","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","6","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"16","8","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"36","18","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"52","26","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"12","6","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"28","14","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"160","64","16","123","1","0","0","0.718523007","7","225","0","1","7.895971161","6","46","0","0.471367812","0"
"48","20","4","41","1","0","0","0.720192367","7","221","0","1","7.897076849","6","48","0","0.460522969","0"
"8","2","2","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"48","18","6","33","1","0","0","0.732641108","7","226","0","1","7.897910306","6","47","0","0.451796187","0"
"8","4","0","0","1","1","0","0","0","0","0","1","7.894992147","6","45","-1","-1","0"
"56","24","4","39","1","1","0","0.711645616","7","223","0","1","7.893635056","6","48","1","0.460011177","0"
"28","12","2","23","1","1","0","0.718884378","7","223","0","1","7.901205651","6","46","0","0.480482033","0"
"56","24","4","23","1","1","0","0.726644248","7","226","0","1","7.864854458","6","46","0","0.404490793","0"
"80","34","6","21","1","1","0","0.718368355","7","248","0","1","7.860787571","6","46","0","0.432665023","0"
"172","80","6","21","1","1","0","0.459558236","1","17","0","1","6.58170012","7","1","0","0.344179299","0"
"180","84","6","21","1","1","0","0.488670993","1","11","0","1","7.901205651","6","45","0","0.427422748","0"
"44","18","4","35","1","0","0","0.717299269","7","245","0","1","7.911011878","6","49","0","0.451796187","0"
"68","28","6","23","1","0","0","0.728932995","7","238","0","1","7.911011878","6","49","0","0.441896831","0"
"96","40","8","23","1","0","0","0.714615568","7","230","0","1","7.899015663","6","49","0","0.466292223","0"
"132","56","10","31","1","0","0","0.465201456","1","6","0","1","7.245711704","4","51","0","0.404862641","0"
"12","4","2","0","1","1","0","0","0","0","0","1","7.354060525","0","50","-1","-1","0"
"20","8","2","0","1","1","0","0.404012735","1","7","0","1","7.910226182","6","45","0","0.311950363","0"
"40","18","2","0","1","1","0","0.404012735","1","7","0","1","7.354060525","0","50","0","0.311950363","0"
"72","32","4","27","1","1","0","0.722474597","7","221","0","1","7.910989478","6","51","0","0.452109322","0"
"36","12","6","31","1","0","0","0.72520426","7","220","0","1","6.771469227","4","48","0","0.364786982","0"
"72","24","12","31","1","0","0","0.721966974","7","237","0","1","6.777974188","4","48","0","0.440241016","0"
"104","34","18","29","1","0","0","0.719461171","7","228","0","1","6.771469227","4","48","0","0.404862641","0"
"100","18","32","0","1","1","0","0.496894008","1","36","0","1","6.259596793","3","54","0","0.410522969","0"
"136","30","38","31","1","1","0","0.725980868","7","230","0","1","7.011036311","2","48","0","0.422347938","0"
"172","42","44","31","1","1","0","0.718579656","7","217","0","1","7.031747471","2","48","0","0.398737269","0"
"196","52","46","21","1","1","0","0.717998712","7","232","0","1","7.555579849","6","49","0","0.422347938","0"
"220","62","48","21","1","1","0","0.715820057","7","216","0","1","7.766898739","2","51","0","0.421875","0"
"238","70","48","13","1","1","0","0.724213825","7","218","0","1","7.81793622","6","46","0","0.421875","0"
"32","10","6","29","1","1","0","0.724811272","7","221","0","1","6.941245368","2","51","0","0.362036439","0"
"68","24","10","29","1","1","0","0.524544768","1","44","0","1","7.131100355","9","50","0","0.474683442","0"
"40","10","10","35","1","0","0","0.713850277","7","245","0","1","6.055185722","2","47","0","0.432910072","0"
"56","12","16","35","1","0","0","0.713850277","7","245","0","1","6.055185722","2","47","0","0.432910072","0"
"76","22","16","35","1","0","0","0.462230735","1","7","0","1","7.891064606","6","49","0","0.398737269","0"
"112","34","22","31","1","0","0","0.71744254","7","220","0","1","6.975675892","3","51","0","0.397604111","0"
"136","44","24","21","1","0","0","0.723349529","7","229","0","1","7.885756809","6","46","0","0.432910072","0"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","0"
"32","14","2","21","1","0","0","0.717332682","7","219","0","1","7.290310163","0","53","0","0.478107877","0"
"44","18","4","35","1","1","0","0.715755081","7","223","0","1","6.183813408","3","51","0","0.455551735","0"
"160","64","16","123","1","0","0","0.718523007","7","225","0","1","7.895971161","6","47","0","0.471367812","1"
"48","20","4","41","1","0","0","0.720192367","7","221","0","1","7.897076849","6","47","0","0.460522969","1"
"8","2","2","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","1"
"48","18","6","33","1","0","0","0.732641108","7","226","0","1","7.897910306","6","48","0","0.451796187","1"
"8","4","0","0","1","1","0","0","0","0","0","1","7.894992147","6","49","-1","-1","1"
"56","24","4","39","1","1","0","0.711645616","7","223","0","1","7.893635056","6","48","1","0.460011177","1"
"28","12","2","23","1","1","0","0.718884378","7","223","0","1","7.901205651","6","45","0","0.480482033","1"
"56","24","4","23","1","1","0","0.726644248","7","226","0","1","7.864854458","6","46","0","0.404490793","1"
"80","34","6","21","1","1","0","0.718368355","7","248","0","1","7.860787571","6","48","0","0.432665023","1"
"172","80","6","21","1","1","0","0.459558236","1","17","0","1","6.58170012","7","1","0","0.344179299","1"
"180","84","6","21","1","1","0","0.488670993","1","11","0","1","7.901205651","6","45","0","0.427422748","1"
"44","18","4","35","1","0","0","0.717299269","7","245","0","1","7.911011878","6","49","0","0.451796187","1"
"68","28","6","23","1","0","0","0.728932995","7","238","0","1","7.911011878","6","47","0","0.441896831","1"
"96","40","8","23","1","0","0","0.714615568","7","230","0","1","7.899015663","6","45","0","0.466292223","1"
"132","56","10","31","1","0","0","0.465201456","1","6","0","1","7.245711704","4","50","0","0.404862641","1"
"12","4","2","0","1","1","0","0","0","0","0","1","7.354060525","0","49","-1","-1","1"
"20","8","2","0","1","1","0","0.404012735","1","7","0","1","7.910226182","6","48","0","0.311950363","1"
"40","18","2","0","1","1","0","0.404012735","1","7","0","1","7.354060525","0","49","0","0.311950363","1"
"72","32","4","27","1","1","0","0.722474597","7","221","0","1","7.910989478","6","50","0","0.452109322","1"
"36","12","6","31","1","0","0","0.72520426","7","220","0","1","6.771469227","4","47","0","0.364786982","1"
"72","24","12","31","1","0","0","0.721966974","7","237","0","1","6.777974188","4","48","0","0.440241016","1"
"104","34","18","29","1","0","0","0.719461171","7","228","0","1","6.771469227","4","47","0","0.404862641","1"
"100","18","32","0","1","1","0","0.496894008","1","36","0","1","6.259596793","3","54","0","0.410522969","1"
"136","30","38","31","1","1","0","0.725980868","7","230","0","1","7.011036311","2","48","0","0.422347938","1"
"172","42","44","31","1","1","0","0.718579656","7","217","0","1","7.031747471","2","47","0","0.398737269","1"
"196","52","46","21","1","1","0","0.717998712","7","232","0","1","7.555579849","6","48","0","0.422347938","1"
"220","62","48","21","1","1","0","0.715820057","7","216","0","1","7.766898739","2","49","0","0.421875","1"
"238","70","48","13","1","1","0","0.724213825","7","218","0","1","7.81793622","6","46","0","0.421875","1"
"32","10","6","29","1","1","0","0.724811272","7","221","0","1","6.941245368","2","51","0","0.362036439","1"
"68","24","10","29","1","1","0","0.524544768","1","44","0","1","7.131100355","9","49","0","0.474683442","1"
"40","10","10","35","1","0","0","0.713850277","7","245","0","1","6.055185722","2","47","0","0.432910072","1"
"56","12","16","35","1","0","0","0.713850277","7","245","0","1","6.055185722","2","47","0","0.432910072","1"
"76","22","16","35","1","0","0","0.462230735","1","7","0","1","7.891064606","6","49","0","0.398737269","1"
"112","34","22","31","1","0","0","0.71744254","7","220","0","1","6.975675892","3","51","0","0.397604111","1"
"136","44","24","21","1","0","0","0.723349529","7","229","0","1","7.885756809","6","45","0","0.432910072","1"
"8","4","0","0","1","0","0","0","0","0","0","0","-1","-1","-1","-1","-1","1"
"32","14","2","21","1","0","0","0.717332682","7","219","0","1","7.290310163","0","53","0","0.478107877","1"
"44","18","4","35","1","1","0","0.715755081","7","223","0","1","6.183813408","3","51","0","0.455551735","1"
